RecordID_Int,Basement,BasementGarage,Bedrooms,BasementType,ExternalWalls,FinishedBasement,Flooring,Fireplace,FullBathrooms,Grade,HalfBathrooms,Heating,NumberOfStories,ParcelNumber,Roof,SquareFootageFinishedLiving,StreetName,StreetNumber,Style,TotalRooms,Unit,UseCode,YearBuilt
9351,1176,0,4,Full Basement,Brick Veneer,1176,Hardwood,2,2,C,0,Hot Water Radiator,2.00,42C052000,Arch Shingles,1188,KERRY LN,109,Split-Foyer (Avg),9,,Single Family,1967
9352,812,1,4,Partial Basement,Brick Veneer,,Hardwood,1,3,C,0,Forced Air,1.00,42C053000,Arch Shingles,2320,KERRY LN,111,Split-Level,8,,Single Family,1967
9353,1428,0,4,Full Basement,Brick Veneer,668,Hardwood,2,3,C -,0,Forced Air,1.00,42C054000,Shingles,1428,KERRY LN,110,1 Sty (Avg),6,,Single Family,1968
9354,950,0,4,Full Basement,Wood,479,Hardwood,2,2,C +,1,Forced Air,2.00,42C055000,Arch Shingles,1976,KERRY LN,108,2 Story,8,,Single Family,1968
9355,972,0,4,Partial Basement,Brick Veneer,530,Hardwood,2,2,B,2,Forced Air,2.00,42C056000,Shingles,2184,KERRY LN,106,2 Story,8,,Single Family,1968
9356,1682,1,4,Partial Basement,Wood,450,Hardwood,1,2,C +,1,Forced Air,1.00,42C057000,Shingles,2792,KERRY LN,104,Split-Level (Avg),10,,Single Family,1968
9357,1638,0,3,Full Basement,Brick Veneer,619,Hardwood,2,3,B -,0,Forced Air,1.00,42C058000,Shingles,1638,KERRY LN,102,1 Sty (Avg),7,,Single Family,1967
9358,1092,1,4,Partial Basement,Brick Veneer,540,Hardwood,1,3,B++,1,Forced Air,2.00,42C059000,Arch Shingles,2492,KERRY LN,2506,2 Story,9,,Single Family,1968
9359,952,0,4,Full Basement,Brick Veneer,594,Hardwood,1,2,B +,2,Forced Air,2.00,42C060000,Arch Shingles,1904,KERRY LN,2504,2 Story,8,,Single Family,1966
9360,1512,0,3,Partial Basement,Brick Veneer,662,W/W Carpet,2,4,B,0,Forced Air,1.00,42C062000,Shingles,1752,MICHAEL PL,1943,Split-Foyer,6,,Single Family,1970
9361,0,,,,,0,,,,,,,,42C062001,,,MICHAEL PL,1941,,,,Vacant Land,
